Name	GWP_constr	GWP_op
SLF_TO_LFO	0.000000	0.000000
ELECTRICITY	0.000000	0.000000
GASOLINE	0.000000	18617.332863
DIESEL	0.000000	41581.029681
BIOETHANOL	0.000000	0.000000
BIODIESEL	0.000000	0.000000
LFO	0.000000	11099.824845
NG	0.000000	44149.074723
SLF	0.000000	0.000000
SNG	0.000000	0.000000
WOOD	0.000000	0.000000
WET_BIOMASS	0.000000	0.000000
COAL	0.000000	11556.742217
URANIUM	0.000000	0.000000
WASTE	0.000000	9933.183000
H2	0.000000	0.000000
ELEC_EXPORT	0.000000	0.000000
CO2_EMISSIONS	0.000000	0.000000
RES_WIND	0.000000	0.000000
RES_SOLAR	0.000000	0.000000
RES_HYDRO	0.000000	0.000000
RES_GEO	0.000000	0.000000
CO2_ATM	0.000000	0.000000
CO2_INDUSTRY	0.000000	0.000000
CO2_CAPTURED	0.000000	0.000000
PT_HEAT	0.000000	0.000000
ST_HEAT	0.000000	0.000000
KEROSENE	0.000000	5577.216142
