Name	C_inv	C_maint	C_op
TS_MOLTEN_SALT	0.000000	0.000000	0.000000
TS_COLD	510.556615	105.186745	0.000000
EFFICIENCY	3320.000000	0.000000	0.000000
DHN	38.043304	0.000000	0.000000
GRID	5156.958104	0.000000	0.000000
PT_COLLECTOR	3373.096105	971.995246	0.000000
ST_COLLECTOR	120.378599	28.481764	0.000000
H2_ELECTROLYSIS	0.000000	0.000000	0.000000
H2_NG	2.529425	4.957036	0.000000
H2_BIOMASS	0.000000	0.000000	0.000000
GASIFICATION_SNG	0.000000	0.000000	0.000000
PYROLYSIS	127.004562	131.566008	0.000000
ATM_CCS	0.000000	0.000000	0.000000
INDUSTRY_CCS	0.000000	0.000000	0.000000
SYN_METHANOLATION	0.000000	0.000000	0.000000
SYN_METHANATION	0.000000	0.000000	0.000000
BIOMETHANATION	135.127604	19.554123	0.000000
SLF_TO_DIESEL	0.000000	0.000000	0.000000
SLF_TO_GASOLINE	0.000000	0.000000	0.000000
SLF_TO_LFO	0.000000	0.000000	0.000000
ELECTRICITY	0.000000	0.000000	0.000000
GASOLINE	0.000000	0.000000	6133.744231
DIESEL	0.000000	0.000000	12280.847465
BIOETHANOL	0.000000	0.000000	0.000000
BIODIESEL	0.000000	0.000000	0.000000
LFO	0.000000	0.000000	2249.310805
NG	0.000000	0.000000	9150.804766
SLF	0.000000	0.000000	0.000000
SNG	0.000000	0.000000	0.000000
WOOD	0.000000	0.000000	1432.238631
WET_BIOMASS	0.000000	0.000000	73.196625
COAL	0.000000	0.000000	599.670958
URANIUM	0.000000	0.000000	573.656750
WASTE	0.000000	0.000000	274.012584
H2	0.000000	0.000000	0.000000
ELEC_EXPORT	0.000000	0.000000	0.000000
CO2_EMISSIONS	0.000000	0.000000	0.000000
RES_WIND	0.000000	0.000000	0.000000
RES_SOLAR	0.000000	0.000000	0.000000
RES_HYDRO	0.000000	0.000000	0.000000
RES_GEO	0.000000	0.000000	0.000000
CO2_ATM	0.000000	0.000000	0.000000
CO2_INDUSTRY	0.000000	0.000000	0.000000
CO2_CAPTURED	0.000000	0.000000	0.000000
PT_HEAT	0.000000	0.000000	0.000000
ST_HEAT	0.000000	0.000000	0.000000
KEROSENE	0.000000	0.000000	1064.397400
