Name	C_inv	C_maint	C_op
DHN	54.892647	0.000000	0.000000
GRID	5303.595305	0.000000	0.000000
PT_COLLECTOR	13841.883319	3988.692989	0.000000
ST_COLLECTOR	493.593211	116.784921	0.000000
H2_ELECTROLYSIS	0.000000	0.000000	0.000000
H2_NG	2.671692	5.235843	0.000000
H2_BIOMASS	0.000000	0.000000	0.000000
GASIFICATION_SNG	0.000000	0.000000	0.000000
PYROLYSIS	126.078955	130.607157	0.000000
ATM_CCS	0.000000	0.000000	0.000000
INDUSTRY_CCS	0.000000	0.000000	0.000000
SYN_METHANOLATION	0.000000	0.000000	0.000000
SYN_METHANATION	0.000000	0.000000	0.000000
BIOMETHANATION	135.127604	19.554123	0.000000
SLF_TO_DIESEL	0.000000	0.000000	0.000000
SLF_TO_GASOLINE	0.000000	0.000000	0.000000
SLF_TO_LFO	0.000000	0.000000	0.000000
ELECTRICITY	0.000000	0.000000	0.000000
GASOLINE	0.000000	0.000000	4623.581517
DIESEL	0.000000	0.000000	10948.692428
BIOETHANOL	0.000000	0.000000	0.000000
BIODIESEL	0.000000	0.000000	0.000000
LFO	0.000000	0.000000	2256.575512
NG	0.000000	0.000000	7516.590964
SLF	0.000000	0.000000	0.000000
SNG	0.000000	0.000000	0.000000
WOOD	0.000000	0.000000	1432.238631
WET_BIOMASS	0.000000	0.000000	73.196625
COAL	0.000000	0.000000	177.675832
URANIUM	0.000000	0.000000	247.860982
WASTE	0.000000	0.000000	274.012584
H2	0.000000	0.000000	0.000000
ELEC_EXPORT	0.000000	0.000000	0.000000
CO2_EMISSIONS	0.000000	0.000000	0.000000
RES_WIND	0.000000	0.000000	0.000000
RES_SOLAR	0.000000	0.000000	0.000000
RES_HYDRO	0.000000	0.000000	0.000000
RES_GEO	0.000000	0.000000	0.000000
CO2_ATM	0.000000	0.000000	0.000000
CO2_INDUSTRY	0.000000	0.000000	0.000000
CO2_CAPTURED	0.000000	0.000000	0.000000
PT_HEAT	0.000000	0.000000	0.000000
ST_HEAT	0.000000	0.000000	0.000000
KEROSENE	0.000000	0.000000	1330.496750
