Name	C_inv	C_maint	C_op
H2_ELECTROLYSIS	327.587244	437.147215	0.000000
H2_NG	467.244005	915.680361	0.000000
H2_BIOMASS	0.000000	0.000000	0.000000
GASIFICATION_SNG	0.000000	0.000000	0.000000
PYROLYSIS	2.118153	2.194227	0.000000
ATM_CCS	0.000000	0.000000	0.000000
INDUSTRY_CCS	0.000000	0.000000	0.000000
SYN_METHANOLATION	0.000000	0.000000	0.000000
SYN_METHANATION	0.000000	0.000000	0.000000
BIOMETHANATION	1925.939741	278.699995	0.000000
SLF_TO_DIESEL	0.000000	0.000000	0.000000
SLF_TO_GASOLINE	0.000000	0.000000	0.000000
SLF_TO_LFO	0.000000	0.000000	0.000000
ELECTRICITY	0.000000	0.000000	96.910213
GASOLINE	0.000000	0.000000	0.000000
DIESEL	0.000000	0.000000	0.000000
BIOETHANOL	0.000000	0.000000	0.000000
BIODIESEL	0.000000	0.000000	0.000000
LFO	0.000000	0.000000	0.000000
NG	0.000000	0.000000	0.000000
SLF	0.000000	0.000000	0.000000
SNG	0.000000	0.000000	0.000000
WOOD	0.000000	0.000000	1043.999402
WET_BIOMASS	0.000000	0.000000	1043.253083
COAL	0.000000	0.000000	0.000000
URANIUM	0.000000	0.000000	0.000000
WASTE	0.000000	0.000000	274.012584
H2	0.000000	0.000000	0.000000
ELEC_EXPORT	0.000000	0.000000	0.000000
CO2_EMISSIONS	0.000000	0.000000	0.000000
RES_WIND	0.000000	0.000000	0.000000
RES_SOLAR	0.000000	0.000000	0.000000
RES_HYDRO	0.000000	0.000000	0.000000
RES_GEO	0.000000	0.000000	0.000000
CO2_ATM	0.000000	0.000000	0.000000
CO2_INDUSTRY	0.000000	0.000000	0.000000
CO2_CAPTURED	0.000000	0.000000	0.000000
PT_HEAT	0.000000	0.000000	0.000000
ST_HEAT	0.000000	0.000000	0.000000
KEROSENE	0.000000	0.000000	0.000000
